8.76e-07,6.88e-07,491.22,440.9,393.31,348.39,306.11,266.4,229.21,194.48,162.18,132.24,104.62,79.254,56.096,35.095,16.196,-0.6513,-15.5,-28.404,-39.413,-48.581,-55.96,-61.602,-65.56,-67.886,-68.633,-67.852,-65.597,-61.919,-56.871,-50.505,-42.874,-34.03,-24.025,-12.912,-0.74289,12.43,26.553,41.576,57.445,74.108,91.513,109.61,128.34,147.65,167.5,187.83,208.59,229.72,251.17,272.9,294.84,316.95,339.17,361.45,383.74,405.99,428.14,450.14,471.95,493.5,514.74,535.62,556.1,576.11,595.61,614.54,632.85,650.49,667.41,683.54,698.85,713.28,726.77,739.28,750.75,761.12,770.36,778.4,785.19,790.68,794.81,797.54,798.82,798.58,796.79,793.37,788.29,781.5,772.93,762.53,750.26,736.06,719.88,701.67,681.37,658.93,634.3,607.43,578.26,546.75,512.83,476.46,437.59,396.16,352.12,305.42,256.01,203.83,148.83,90.957,30.162,-33.609,-100.41,-170.29,-243.3,-319.5,-398.94,-481.66,-567.73,-657.2,-750.11,-846.52,-946.48,-1050.1,-1157.3,-1268.2,-1382.9,-1501.4,-1623.8,-1750.1,-1880.3
8.21e-07,6.34e-07,1245.9,1142.4,1044.1,951.02,862.96,779.84,701.55,627.98,559.05,494.63,434.64,378.96,327.49,280.12,236.76,197.3,161.64,129.67,101.29,76.393,54.879,36.643,21.581,9.5904,0.56647,-5.5941,-8.9949,-9.7396,-7.9319,-3.6755,2.926,11.769,22.75,35.764,50.71,67.482,85.977,106.09,127.72,150.76,175.11,200.67,227.33,254.98,283.53,312.87,342.89,373.5,404.59,436.05,467.78,499.68,531.65,563.58,595.36,626.9,658.09,688.82,719,748.51,777.26,805.14,832.05,857.89,882.54,905.91,927.9,948.39,967.29,984.49,999.9,1013.4,1024.9,1034.3,1041.4,1046.2,1048.7,1048.6,1045.8,1040.3,1032,1020.8,1006.5,989,968.3,944.24,916.72,885.63,850.88,812.36,769.96,723.58,673.13,618.48,559.55,496.22,428.4,355.98,278.85,196.91,110.07,18.205,-78.775,-180.98,-288.51,-401.47,-519.96,-644.09,-773.95,-909.67,-1051.3,-1199,-1352.9,-1513,-1679.5,-1852.5,-2032,-2218.2,-2411.2,-2611.1,-2817.9,-3031.8,-3252.9,-3481.4,-3717.2,-3960.5,-4211.4,-4470.1,-4736.5,-5010.9,-5293.3
9.49e-07,6.92e-07,599.13,541.18,486.26,434.34,385.35,339.23,295.94,255.42,217.6,182.45,149.89,119.88,92.36,67.274,44.567,24.184,6.0693,-9.8322,-23.576,-35.217,-44.812,-52.415,-58.081,-61.867,-63.827,-64.018,-62.493,-59.309,-54.522,-48.185,-40.356,-31.089,-20.439,-8.4624,4.786,19.251,34.876,51.607,69.389,88.165,107.88,128.48,149.91,172.11,195.03,218.61,242.8,267.54,292.78,318.45,344.52,370.91,397.58,424.47,451.52,478.68,505.89,533.11,560.26,587.3,614.18,640.83,667.2,693.23,718.88,744.08,768.79,792.93,816.47,839.33,861.48,882.85,903.38,923.03,941.74,959.44,976.09,991.63,1006,1019.2,1031,1041.6,1050.8,1058.5,1064.7,1069.4,1072.4,1073.8,1073.5,1071.4,1067.5,1061.7,1053.9,1044.2,1032.4,1018.5,1002.4,984.16,963.6,940.72,915.46,887.75,857.56,824.81,789.46,751.45,710.72,667.22,620.89,571.69,519.54,464.41,406.22,344.93,280.49,212.83,141.9,67.643,-9.9916,-91.062,-175.62,-263.73,-355.44,-450.81,-549.88,-652.73,-759.4,-869.95,-984.43,-1102.9,-1225.4
7.95e-07,6.31e-07,518.26,466.69,418.48,373.53,331.73,292.99,257.19,224.23,194,166.41,141.34,118.69,98.361,80.24,64.225,50.21,38.092,27.766,19.125,12.066,6.4827,2.2714,-0.67339,-2.4565,-3.1828,-2.9573,-1.8848,-0.070348,2.3812,5.365,8.776,12.509,16.46,20.524,24.595,28.568,32.34,35.804,38.856,41.392,43.305,44.492,44.847,44.265,42.642,39.872,35.851,30.474,23.636,15.231,5.1554,-6.6961,-20.429,-36.147,-53.956,-73.96,-96.265,-120.98,-148.2,-178.03,-210.59,-245.97,-284.28,-325.63,-370.11,-417.84,-468.92,-523.46,-581.55,-643.31,-708.84,-778.24,-851.63,-929.09,-1010.7,-1096.7,-1187,-1281.9,-1381.4,-1485.5,-1594.5,-1708.4,-1827.4,-1951.5,-2080.8,-2215.4,-2355.5,-2501.2,-2652.5,-2809.6,-2972.5,-3141.5,-3316.4,-3497.6,-3685.1,-3879,-4079.3,-4286.3,-4499.9,-4720.4,-4947.8,-5182.2,-5423.8,-5672.5,-5928.6,-6192.2,-6463.3,-6742,-7028.5,-7322.9,-7625.2,-7935.6,-8254.2,-8581.1,-8916.3,-9260.1,-9612.4,-9973.4,-10343,-10722,-11110,-11507,-11913,-12328,-12753,-13187,-13632,-14085,-14549,-15023,-15506
8.8e-07,6.32e-07,1214.2,1112.8,1016.2,924.23,836.96,754.27,676.09,602.36,533,467.94,407.11,350.44,297.87,249.32,204.73,164.02,127.12,93.971,64.493,38.619,16.28,-2.5934,-18.072,-30.225,-39.123,-44.834,-47.43,-46.98,-43.553,-37.22,-28.049,-16.112,-1.4777,15.784,35.604,57.911,82.636,109.71,139.06,170.62,204.32,240.09,277.86,317.56,359.11,402.46,447.53,494.24,542.54,592.35,643.6,696.22,750.14,805.29,861.61,919.01,977.44,1036.8,1097.1,1158.2,1220,1282.5,1345.6,1409.2,1473.3,1537.8,1602.6,1667.7,1732.9,1798.3,1863.7,1929.1,1994.3,2059.5,2124.4,2188.9,2253.2,2316.9,2380.2,2442.9,2504.9,2566.2,2626.7,2686.3,2745,2802.7,2859.4,2914.9,2969.1,3022.2,3073.8,3124,3172.8,3219.9,3265.5,3309.3,3351.4,3391.7,3430,3466.3,3500.6,3532.8,3562.8,3590.6,3616,3639,3659.5,3677.5,3692.9,3705.6,3715.6,3722.8,3727,3728.3,3726.6,3721.8,3713.8,3702.6,3688.1,3670.2,3648.9,3624,3595.6,3563.5,3527.7,3488.1,3444.6,3397.2,3345.8,3290.3,3230.7
8.71e-07,6.84e-07,946.61,864.09,785.6,711.09,640.5,573.75,510.79,451.55,395.97,343.97,295.51,250.5,208.89,170.62,135.61,103.81,75.142,49.553,26.974,7.3408,-9.4111,-23.346,-34.529,-43.024,-48.896,-52.21,-53.029,-51.419,-47.443,-41.167,-32.655,-21.971,-9.1805,5.6527,22.464,41.189,61.762,84.12,108.2,133.93,161.26,190.11,220.42,252.13,285.17,319.48,355,391.65,429.38,468.12,507.8,548.37,589.75,631.89,674.71,718.15,762.16,806.66,851.58,896.88,942.47,988.3,1034.3,1080.4,1126.6,1172.7,1218.7,1264.6,1310.3,1355.7,1400.7,1445.4,1489.5,1533.2,1576.2,1618.6,1660.2,1701,1741,1780,1818.1,1855.1,1891,1925.7,1959.1,1991.2,2022,2051.3,2079.1,2105.4,2130,2152.9,2174,2193.4,2210.8,2226.2,2239.7,2251,2260.2,2267.2,2271.9,2274.3,2274.3,2271.7,2266.7,2259,2248.7,2235.6,2219.8,2201.1,2179.4,2154.8,2127.1,2096.3,2062.3,2025.1,1984.5,1940.6,1893.2,1842.4,1787.9,1729.8,1668.1,1602.5,1533.1,1459.9,1382.7,1301.4,1216.1,1126.6,1032.9
8.28e-07,6.53e-07,1241.8,1138.4,1040,946.4,857.64,773.61,694.21,619.38,549.04,483.1,421.49,364.14,310.96,261.88,216.82,175.7,138.44,104.97,75.201,49.064,26.479,7.3682,-8.3473,-20.745,-29.903,-35.898,-38.809,-38.714,-35.691,-29.817,-21.17,-9.8292,4.129,20.626,39.584,60.926,84.572,110.45,138.47,168.57,200.65,234.66,270.5,308.1,347.39,388.28,430.69,474.56,519.79,566.32,614.06,662.94,712.88,763.8,815.62,868.27,921.67,975.73,1030.4,1085.6,1141.2,1197.1,1253.4,1309.8,1366.4,1423,1479.6,1536.1,1592.4,1648.4,1704.1,1759.3,1814.1,1868.3,1921.8,1974.6,2026.6,2077.7,2127.8,2176.9,2224.9,2271.7,2317.1,2361.3,2404,2445.2,2484.8,2522.7,2558.9,2593.3,2625.7,2656.2,2684.6,2710.9,2735,2756.8,2776.2,2793.2,2807.7,2819.5,2828.7,2835.1,2838.7,2839.4,2837,2831.6,2823.1,2811.3,2796.3,2777.8,2755.9,2730.5,2701.4,2668.7,2632.1,2591.8,2547.5,2499.2,2446.8,2390.2,2329.5,2264.4,2194.9,2120.9,2042.4,1959.3,1871.5,1778.8,1681.3,1578.9,1471.5
7.79e-07,6.85e-07,821.16,747.5,677.48,611.07,548.19,488.79,432.82,380.2,330.89,284.82,241.93,202.17,165.48,131.8,101.07,73.226,48.216,25.979,6.4567,-10.41,-24.681,-36.414,-45.667,-52.501,-56.974,-59.144,-59.07,-56.812,-52.428,-45.977,-37.518,-27.109,-14.81,-0.67892,15.225,32.842,52.115,72.984,95.391,119.28,144.58,171.25,199.21,228.43,258.82,290.34,322.93,356.53,391.07,426.51,462.77,499.81,537.56,575.97,614.97,654.51,694.53,734.97,775.77,816.87,858.22,899.74,941.4,983.12,1024.8,1066.5,1108.1,1149.5,1190.6,1231.5,1272.1,1312.2,1351.9,1391,1429.6,1467.5,1504.7,1541.2,1576.9,1611.6,1645.5,1678.3,1710.1,1740.8,1770.4,1798.7,1825.7,1851.3,1875.6,1898.4,1919.6,1939.3,1957.4,1973.7,1988.3,2001.1,2012,2021,2027.9,2032.9,2035.7,2036.3,2034.7,2030.9,2024.6,2016,2004.9,1991.3,1975.1,1956.3,1934.7,1910.5,1883.4,1853.4,1820.5,1784.5,1745.6,1703.5,1658.3,1609.8,1558,1502.9,1444.4,1382.4,1316.9,1247.9,1175.1,1098.7,1018.5,934.54,846.67
7.56e-07,6.95e-07,706.79,641.22,578.99,520.06,464.36,411.84,362.44,316.1,272.75,232.36,194.85,160.17,128.25,99.057,72.514,48.569,27.164,8.2393,-8.2612,-22.396,-34.223,-43.8,-51.184,-56.435,-59.609,-60.764,-59.959,-57.25,-52.697,-46.357,-38.288,-28.547,-17.193,-4.2828,10.125,25.972,43.201,61.755,81.575,102.6,124.78,148.05,172.36,197.64,223.84,250.91,278.77,307.38,336.68,366.61,397.11,428.13,459.6,491.47,523.68,556.17,588.88,621.77,654.76,687.8,720.84,753.81,786.66,819.32,851.75,883.89,915.67,947.03,977.93,1008.3,1038.1,1067.2,1095.7,1123.3,1150.2,1176.2,1201.2,1225.3,1248.3,1270.2,1291,1310.5,1328.7,1345.6,1361.2,1375.2,1387.8,1398.7,1408.1,1415.7,1421.6,1425.8,1428,1428.4,1426.7,1423.1,1417.3,1409.4,1399.3,1386.9,1372.2,1355.2,1335.6,1313.6,1289.1,1261.9,1232.1,1199.5,1164.1,1125.9,1084.9,1040.8,993.73,943.58,890.3,833.84,774.12,711.11,644.72,574.92,501.63,424.81,344.4,260.33,172.55,81.005,-14.369,-113.63,-216.83,-324.03,-435.29
8.34e-07,6.78e-07,531.17,478.14,428.14,381.11,336.97,295.66,257.09,221.21,187.94,157.21,128.95,103.09,79.558,58.283,39.196,22.225,7.3009,-5.6481,-16.692,-25.902,-33.349,-39.102,-43.233,-45.813,-46.911,-46.599,-44.947,-42.026,-37.906,-32.658,-26.353,-19.061,-10.854,-1.8001,8.0281,18.561,29.727,41.456,53.677,66.32,79.314,92.589,106.07,119.7,133.39,147.08,160.7,174.17,187.43,200.41,213.03,225.22,236.92,248.06,258.55,268.34,277.34,285.5,292.74,298.98,304.17,308.22,311.07,312.65,312.88,311.7,309.04,304.82,298.97,291.42,282.11,270.96,257.9,242.86,225.77,206.56,185.16,161.49,135.5,107.1,76.226,42.808,6.775,-31.943,-73.418,-117.72,-164.92,-215.09,-268.29,-324.61,-384.11,-446.85,-512.92,-582.38,-655.3,-731.76,-811.82,-895.55,-983.03,-1074.3,-1169.5,-1268.6,-1371.8,-1479.1,-1590.5,-1706.2,-1826.2,-1950.5,-2079.3,-2212.7,-2350.6,-2493.2,-2640.5,-2792.7,-2949.7,-3111.6,-3278.6,-3450.6,-3627.8,-3810.3,-3998,-4191.1,-4389.7,-4593.7,-4803.4,-5018.7,-5239.7,-5466.5,-5699.2,-5937.8,-6182.4
