8.34e-07,6.37e-07,-11323,-10591,-9950.2,-9309.5,-8694.4,-8140.3,-7607.1,-7099.6,-6662.4,-6210.9,-5784.3,-5390,-5022.7,-4686.2,-4366.7,-4054.5,-3776,-3521.2,-3259.8,-3024.9,-2803.5,-2598.8,-2405,-2227.7,-2050.7,-1893.1,-1743.6,-1610.8,-1477.5,-1358.5,-1249.4,-1142.3,-1041.2,-954.37,-868.43,-790.55,-716.96,-647.14,-583.69,-525.95,-470.17,-421.28,-374.86,-331.38,-292.21,-256.65,-223.8,-193.55,-166.06,-141.29,-118.67,-98.403,-80.467,-64.166,-50.329,-38.075,-27.651,-19.056,-12.061,-6.7582,-2.9683,-0.73737,-0,-0.73587,-2.924,-6.5559,-11.628,-18.028,-25.989,-35.314,-45.942,-58.049,-71.657,-86.756,-103.66,-121.77,-141.19,-162.62,-186,-210.76,-236.73,-264.58,-295.17,-326.47,-359.45,-395.28,-433.8,-472.28,-512.45,-556.75,-603.93,-652.1,-703.72,-757.02,-813.12,-872.16,-931.8,-994.87,-1061.3,-1131.5,-1201.7,-1276,-1353.5,-1438.3,-1519.7,-1606.9,-1696.5,-1792.5,-1886.3,-1984.3,-2090,-2206,-2310.8,-2436.5,-2552.5,-2673.4,-2804.6,-2927.7,-3075.8,-3215.4,-3362.9,-3505.2,-3648.9,-3811,-3988.1,-4155,-4315.2,-4486.2,-4682.4,-4861.7,-5057.3,-5265.6,-5441.6,-5669.4,-5863.3,-6083.9,-6307.6,-6532.5,-6786.8,-7025.4,-7266,-7511.3,-7798,-8056.1,-8321.8,-8586.8,-8892,-9160,-9430.1,-9768.8,-10077,-10377,-10687,-11023,-11370,-11681,-12061,-12390,-12729,-13145,-13453,-13834,-14245,-14657,-15037,-15459,-15896,-16253,-16739,-17106,-17545
9.3e-07,6.51e-07,-12575,-11769,-10972,-10328,-9624.8,-8986.8,-8383.2,-7838.7,-7274,-6791.2,-6341.7,-5872.1,-5464.8,-5058,-4725.8,-4377.8,-4054.9,-3731.7,-3459,-3188.8,-2955.4,-2717.6,-2508.5,-2305.2,-2112.9,-1931.9,-1768.1,-1616.1,-1475.2,-1351.7,-1228.9,-1116.9,-1008.2,-914.16,-826.04,-742.83,-664.36,-596.17,-532.47,-472.94,-419.85,-369.01,-324.65,-282.74,-246.45,-214.08,-183.01,-156.42,-131.63,-110.2,-91.583,-74.742,-59.599,-46.881,-36.219,-26.954,-19.181,-12.943,-8.0527,-4.4307,-1.9051,-0.46081,-0,-0.46095,-1.7729,-3.8949,-6.7683,-10.344,-14.512,-19.466,-24.864,-30.897,-37.577,-44.646,-52.348,-60.653,-69.045,-78.282,-88.16,-98.41,-109.12,-120.66,-132.7,-145.66,-157.8,-172.1,-186.75,-202.04,-217.1,-233.81,-251.77,-269.98,-288.28,-308.17,-329.83,-349.92,-373.16,-396.5,-420.68,-447.43,-476.05,-505.11,-533.44,-562.74,-598.43,-628.83,-666.65,-705.94,-740.46,-784.9,-821.83,-869.98,-916.66,-959.14,-1006.8,-1057.5,-1112,-1167.4,-1224.4,-1288.4,-1352.2,-1411.9,-1474.9,-1551.3,-1621.4,-1692.9,-1774.6,-1859.5,-1939.6,-2026.8,-2114.2,-2206.6,-2300.2,-2382.2,-2492.5,-2588.7,-2705.3,-2806.8,-2927,-3042.9,-3157.1,-3284.5,-3394.4,-3529.6,-3677.7,-3803.6,-3942.5,-4105.6,-4238.7,-4404.3,-4567.8,-4717.2,-4885.8,-5052.3,-5220.2,-5387,-5559.3,-5767.4,-5957,-6161.1,-6334.3,-6546.1,-6739,-6998.7,-7167.1,-7404.7,-7669.4,-7892.1,-8102.8,-8361.1,-8594
9.39e-07,6.73e-07,-11873,-11074,-10270,-9589.9,-8928.6,-8315.5,-7765.9,-7199.5,-6707.5,-6238.7,-5749.4,-5352.3,-4935.8,-4570.3,-4247.2,-3919.6,-3596.9,-3318.1,-3048.1,-2794.5,-2581.5,-2366.8,-2152.7,-1978.1,-1805,-1634.2,-1487.8,-1354.1,-1221.6,-1112.1,-998.69,-903.35,-806.43,-726.43,-647.33,-577.37,-513.78,-452.84,-401.59,-351.37,-307.34,-268.32,-233.84,-200.85,-171.99,-147.24,-123.95,-103.74,-86.328,-70.823,-57.905,-46.105,-36.296,-28.016,-21.103,-15.296,-10.669,-7.0457,-4.2633,-2.2825,-0.95522,-0.2209,-0,-0.22082,-0.81735,-1.7278,-2.9085,-4.2838,-5.8397,-7.5616,-9.3313,-11.229,-13.229,-15.165,-17.224,-19.265,-21.281,-23.184,-25.384,-27.444,-29.48,-31.62,-33.879,-36.074,-38.338,-40.618,-43.221,-46.028,-48.768,-51.756,-55.173,-58.825,-62.559,-66.747,-71.729,-76.795,-82.271,-87.945,-94.78,-102.08,-110.01,-117.71,-126.92,-137.66,-147.95,-160.42,-172.66,-186.18,-201.12,-215.86,-233.99,-252.07,-272.29,-291.31,-314.58,-337.32,-363.04,-388.78,-417.57,-446.5,-478.35,-513.46,-545.71,-584.28,-620.67,-665.07,-708.32,-750.4,-800.72,-851.37,-897.03,-955.82,-1010.2,-1071.2,-1135.8,-1194.3,-1260.8,-1327.8,-1403.9,-1482.8,-1561,-1641.7,-1725.7,-1804.1,-1905.1,-1996.7,-2093.6,-2178.5,-2283.3,-2386,-2511.9,-2607,-2724,-2853.4,-2987.4,-3102.1,-3234.3,-3377,-3515.1,-3643.5,-3790.3,-3947.6,-4110.4,-4259.9,-4429.2,-4574.9,-4765.3,-4933.9,-5110.9,-5320.1,-5467.1
8.48e-07,6.37e-07,-11475,-10759,-10084,-9465.8,-8839.1,-8259.7,-7739.6,-7228.4,-6720.5,-6288.7,-5868.4,-5465.6,-5092.9,-4741.5,-4423.5,-4104.5,-3810.5,-3543.5,-3277.8,-3039.9,-2832.4,-2610.7,-2413.2,-2235.4,-2056.2,-1896.4,-1747.1,-1607.2,-1477.4,-1359.1,-1238.5,-1134.7,-1034.4,-943.06,-859.69,-779.45,-706.05,-638.25,-573.61,-515.98,-461.29,-412.36,-366.7,-325.05,-284.58,-249.49,-217.21,-187.4,-160.25,-136.31,-114.61,-94.778,-77.27,-61.53,-48.054,-36.324,-26.382,-18.108,-11.433,-6.383,-2.8119,-0.69417,-0,-0.69469,-2.7462,-6.1201,-10.861,-16.846,-24.223,-32.828,-42.602,-53.775,-66.549,-80.211,-95.801,-111.99,-129.79,-149.61,-170.56,-192.98,-216.19,-242.12,-269.22,-298.29,-327.58,-360.61,-394.27,-430.8,-467.32,-507.17,-549.62,-590.96,-639.93,-684,-737.4,-788.17,-845.45,-902.53,-959.47,-1025.7,-1084.6,-1157.1,-1226.2,-1296.3,-1375.8,-1458.1,-1532.7,-1622.6,-1708.4,-1798.5,-1895.4,-1989.5,-2099.2,-2201.5,-2311.1,-2426.9,-2541.3,-2663.5,-2789.1,-2906.3,-3043.9,-3180.6,-3308.9,-3465.2,-3604.5,-3756.8,-3925.1,-4085.1,-4254.5,-4418.6,-4592.4,-4778.8,-4971.6,-5170.2,-5355.9,-5533.4,-5743.7,-5973,-6163.8,-6399.8,-6621.5,-6883.2,-7113.5,-7338.9,-7595.4,-7830.8,-8107.1,-8367.8,-8640.3,-8910.4,-9214,-9468,-9809.7,-10114,-10403,-10709,-11012,-11387,-11677,-12011,-12385,-12699,-13069,-13478,-13793,-14205,-14597,-14968,-15356,-15813,-16142
8.48e-07,6.8e-07,-9255.8,-8565.7,-7935,-7370.2,-6873.7,-6353.5,-5896.2,-5443.4,-5017.8,-4648.3,-4270.5,-3923.5,-3610.4,-3340,-3058.1,-2796.6,-2564.2,-2343.5,-2151.1,-1969.4,-1782.5,-1634.9,-1482.3,-1344.3,-1214.4,-1095.5,-989.64,-894.87,-805.02,-720.98,-646.91,-578.73,-515.87,-454.19,-402.65,-358.52,-315.58,-276.35,-240.12,-210.31,-182.35,-157.51,-135.83,-116,-98.682,-83.474,-69.914,-57.805,-47.932,-39.098,-31.569,-25.109,-19.726,-15.069,-11.276,-8.2,-5.7491,-3.7685,-2.31,-1.2278,-0.52111,-0.12145,-0,-0.1215,-0.46402,-0.99918,-1.7231,-2.6061,-3.6625,-4.8862,-6.2982,-7.9142,-9.7012,-11.669,-13.834,-16.275,-19.048,-22.127,-25.426,-29.229,-33.392,-37.964,-43.213,-48.925,-54.832,-61.609,-69.826,-77.648,-87.109,-96.983,-108.22,-119.78,-132.79,-146.01,-162.15,-178.08,-195.8,-213.97,-234.82,-256.05,-278.39,-305.29,-330.34,-358.69,-388.86,-420.95,-456.12,-492.41,-530.05,-570.43,-617.04,-657.05,-706.39,-753.85,-809.17,-862.39,-918.02,-981.59,-1042.7,-1112.2,-1186.8,-1253.9,-1332,-1409.9,-1486.8,-1582.7,-1670.8,-1755,-1845.4,-1957.3,-2051.9,-2173.1,-2265.5,-2388.6,-2499.5,-2626.5,-2761.4,-2876.5,-3036,-3166.8,-3317.8,-3454.1,-3615.2,-3775.3,-3946.7,-4091.9,-4254.5,-4439.6,-4621.4,-4829.2,-4984.9,-5185.6,-5430.1,-5626.7,-5804.1,-6023,-6289.3,-6509.4,-6714.1,-6995.6,-7247.1,-7436.9,-7751.9,-8000.3,-8247.8,-8486.2,-8839.9,-9064.2,-9392.5,-9648.7,-9989.7
8.18e-07,6.47e-07,-10556,-9844,-9243.3,-8629,-8057.2,-7519.2,-7012.5,-6571.7,-6100.9,-5697.3,-5303.4,-4943,-4589.8,-4286.7,-3979.5,-3695.8,-3435.7,-3185.5,-2950,-2735.4,-2524.3,-2332.2,-2164.6,-1994.7,-1841.8,-1694.4,-1558.4,-1429.5,-1315.6,-1205.4,-1103.1,-1013,-921.33,-842.07,-762.86,-692.53,-629.33,-567.63,-511.36,-460.5,-413.82,-367.97,-328.35,-290.38,-255.34,-224.74,-195.65,-169.02,-144.84,-123.16,-103.32,-85.775,-70.163,-56.031,-43.794,-33.323,-24.264,-16.655,-10.612,-5.9331,-2.6128,-0.65008,-0,-0.64803,-2.5739,-5.7838,-10.262,-16.054,-23.001,-31.447,-41.083,-51.899,-64.127,-77.829,-93.278,-109.3,-127.92,-147.36,-168.04,-191.35,-215.15,-241.21,-268.65,-298.91,-330.63,-363.94,-399.72,-436.77,-475.43,-516.57,-562.38,-607.03,-656.62,-705.51,-759.62,-813.68,-874.05,-934.35,-997.76,-1068.7,-1136.6,-1207.1,-1283.9,-1363,-1449,-1530.2,-1620.7,-1716.2,-1815.1,-1912.2,-2010,-2124,-2234.5,-2349.9,-2469.7,-2593.5,-2720.2,-2853,-2980.9,-3129.5,-3276.5,-3412.4,-3578,-3730.1,-3889.6,-4058.6,-4240.8,-4409.5,-4600.7,-4793.3,-4975.7,-5172.5,-5375.7,-5584.8,-5801.9,-6017.4,-6238.6,-6496.6,-6710.5,-6948.5,-7232.2,-7451.2,-7740.7,-7986.3,-8292.3,-8559.7,-8841.6,-9133.9,-9443.7,-9712.7,-10061,-10376,-10670,-11024,-11380,-11692,-12063,-12439,-12775,-13132,-13556,-13926,-14308,-14684,-15080,-15508,-15990,-16424,-16813,-17267,-17715
9.3e-07,6.85e-07,-11101,-10350,-9579,-8964.5,-8284.5,-7727.1,-7131.3,-6617.5,-6132.7,-5717,-5261.9,-4860.6,-4506.1,-4152.6,-3816.6,-3503.5,-3209.5,-2945.9,-2717.3,-2476.5,-2258.9,-2071.3,-1877.2,-1704,-1550.8,-1401.6,-1276.2,-1147.2,-1037.3,-931.49,-834.38,-745.92,-660.42,-588.5,-520.83,-458.65,-403.26,-355.84,-309.76,-268.24,-233.4,-199.41,-171.88,-145.62,-122.65,-102.45,-85.135,-70.398,-57.201,-46.029,-36.356,-28.261,-21.679,-16.199,-11.8,-8.214,-5.5127,-3.487,-1.997,-1.0003,-0.38999,-0.080444,-0,-0.080688,-0.26033,-0.48893,-0.70544,-0.8847,-0.96722,-0.94286,-0.76759,-0.42005,0.11116,0.84305,1.7912,2.9479,4.3197,5.9494,7.7899,9.7586,11.972,14.409,17.004,19.794,22.656,25.6,28.419,31.578,34.588,37.843,40.785,43.744,46.629,49.345,51.647,53.828,55.411,57.092,58.261,58.898,59.464,59.378,58.508,56.661,54.498,51.66,48.011,43.632,38.172,31.932,24.47,16.006,6.5107,-4.268,-16.182,-29.545,-44.193,-60.377,-77.509,-96.866,-117.68,-139.74,-163.16,-189.04,-217.32,-245.61,-277.26,-312.32,-348.26,-384.22,-424.52,-466.26,-509.23,-557.34,-605.01,-659.25,-709.89,-769.86,-831.47,-891.79,-952.23,-1019.5,-1098.4,-1167,-1249.3,-1326.4,-1407.7,-1499.2,-1585.4,-1669.6,-1778.1,-1874.6,-1965.9,-2086.1,-2186.2,-2310,-2424.8,-2548.4,-2675.3,-2798.7,-2915,-3049.7,-3203.8,-3334.7,-3507,-3650.3,-3799.4,-3947.4,-4113.6,-4284.8,-4469.7
8.24e-07,6.89e-07,-8406.4,-7816.3,-7253.2,-6705.7,-6195.3,-5755,-5282.3,-4896.2,-4507.5,-4132.9,-3828.5,-3502,-3204.5,-2957.2,-2704.9,-2466.6,-2257.1,-2059.9,-1874,-1703.4,-1550.2,-1395.6,-1265.8,-1140.1,-1034.3,-927.2,-832.87,-745.53,-667.29,-596.71,-529.73,-470.75,-415.06,-367.61,-322.56,-284.29,-248.79,-215.9,-186.88,-161.77,-139.09,-119.73,-101.57,-86.535,-72.446,-60.564,-50.354,-41.674,-33.79,-27.432,-21.747,-17.206,-13.284,-10.125,-7.5361,-5.3927,-3.7456,-2.4521,-1.4824,-0.78367,-0.33173,-0.077281,-0,-0.077539,-0.29423,-0.6437,-1.1203,-1.7142,-2.4511,-3.3242,-4.3488,-5.571,-6.9286,-8.5779,-10.436,-12.595,-15.001,-17.872,-21.165,-24.69,-28.79,-33.587,-38.888,-44.539,-51.077,-58.558,-67.002,-75.581,-85.464,-96.442,-108.46,-121.4,-136.41,-152.22,-168.97,-187.19,-207.32,-227.78,-252.03,-276.33,-302.27,-331.4,-359.87,-392.94,-427.2,-461.45,-502.07,-542.15,-585.06,-631.13,-678.81,-731.06,-786.51,-838.31,-898.44,-957.92,-1030.2,-1098.9,-1171,-1240.5,-1314.3,-1405.5,-1482.2,-1576.9,-1658.8,-1761.8,-1867.7,-1963.1,-2063.4,-2186.2,-2299,-2406.8,-2544.4,-2657.2,-2808.4,-2936.4,-3084.7,-3220.8,-3386,-3540.5,-3700.1,-3840.2,-4016.3,-4191.1,-4368.3,-4572.6,-4759.6,-4927.3,-5147.4,-5346.4,-5551,-5776,-5995.4,-6235,-6466.9,-6695.1,-6968.9,-7178.9,-7482.5,-7714.8,-7987.1,-8294.3,-8567.8,-8851,-9141.1,-9425.6,-9703,-10017,-10392,-10678,-10991
9.06e-07,6.65e-07,-11273,-10464,-9734.9,-9093.5,-8503.8,-7905.3,-7325.8,-6842.5,-6372.5,-5915.7,-5474.3,-5052.7,-4704.2,-4319.4,-4000.4,-3693,-3403.7,-3137,-2894.8,-2661.1,-2437.4,-2248.5,-2056.3,-1883.1,-1716.4,-1565,-1426.2,-1289.2,-1174.4,-1058.9,-962.67,-866.75,-782.23,-700.64,-625.41,-558.36,-498.17,-441.57,-391.3,-345.8,-303.33,-266.25,-230.78,-200.43,-172.29,-147.59,-126.05,-106.53,-88.799,-73.306,-60.279,-48.66,-38.682,-30.104,-22.891,-16.775,-11.854,-7.9149,-4.8955,-2.6402,-1.1261,-0.26636,-0,-0.26691,-1.0123,-2.1961,-3.7883,-5.7501,-7.9892,-10.632,-13.514,-16.701,-20.099,-23.752,-27.587,-31.807,-36.242,-41.036,-46.248,-51.314,-56.924,-62.725,-69.415,-75.841,-83.137,-90.687,-98.799,-107.53,-116.49,-126.21,-137.2,-147.82,-159.15,-172.16,-184.93,-199.6,-214.84,-230.96,-248.41,-266.18,-284.62,-306.31,-327.36,-349.27,-372.21,-400.89,-426.02,-454.47,-483.45,-518.89,-549.5,-583.85,-622.84,-660.27,-704.02,-746.9,-790.42,-835.5,-883.63,-935.85,-991.24,-1050.9,-1104.4,-1163.4,-1234.6,-1291.1,-1366.3,-1441,-1518.4,-1589.8,-1663.9,-1752.7,-1841.3,-1925.5,-2025.5,-2126.2,-2222.2,-2320.4,-2418.1,-2523.7,-2637.9,-2751.7,-2890,-3009.8,-3147,-3271.8,-3406.8,-3541,-3697,-3828.6,-3999.3,-4134.9,-4298.2,-4468.4,-4637.9,-4814.1,-4994.3,-5146.3,-5352.5,-5538.5,-5732.9,-5912.9,-6159.9,-6368,-6567.3,-6800.7,-7026.7,-7251.6,-7487.3,-7723.4,-7972.2
8.28e-07,6.29e-07,-11783,-11034,-10350,-9717.6,-9126.8,-8562.5,-7988.2,-7490,-7011.4,-6579.4,-6146.6,-5733.7,-5349.3,-5001.1,-4659.1,-4360,-4051.9,-3770.1,-3513.8,-3273.6,-3044,-2825.9,-2624,-2425.8,-2252.9,-2080.2,-1924.5,-1780.7,-1640,-1510.4,-1390.1,-1276.9,-1167.5,-1072.4,-977.67,-889.54,-809.46,-735.37,-665.15,-600.62,-540.55,-483.59,-432.91,-383.66,-339.79,-299.56,-261.54,-227.13,-194.49,-165.67,-139.83,-116.34,-95.329,-76.489,-59.687,-45.36,-33.127,-22.836,-14.529,-8.1196,-3.5717,-0.88959,-0,-0.88805,-3.5347,-7.9076,-14.049,-21.946,-31.566,-42.775,-55.987,-70.818,-87.305,-105.74,-126.15,-147.9,-171.62,-197.98,-225.47,-255.79,-287.25,-322.16,-358.39,-396.4,-435.98,-479.81,-524.34,-572.82,-620.48,-675.25,-729.07,-787.84,-845.18,-912.34,-975.43,-1046,-1118.4,-1194.9,-1269.1,-1351.9,-1434.2,-1519.4,-1610.9,-1710,-1807.5,-1909.8,-2016,-2119.7,-2238.8,-2350.5,-2479.4,-2604.7,-2732.4,-2856.9,-3003.7,-3145.9,-3279.1,-3428.3,-3591.5,-3745.2,-3907.7,-4077.9,-4256.4,-4441.5,-4615.7,-4823.8,-4994.3,-5208.3,-5398.7,-5619.7,-5847.3,-6070,-6267.7,-6507,-6767.2,-7009.9,-7254.7,-7491,-7748.2,-8033,-8297.8,-8586.3,-8850,-9160.8,-9457.4,-9744.7,-10052,-10414,-10705,-11022,-11399,-11735,-12068,-12412,-12764,-13161,-13530,-13914,-14347,-14741,-15113,-15565,-15918,-16389,-16827,-17292,-17738,-18153,-18597,-19083,-19543
