7.5e-07,6.2e-07
7.6e-07,6.2e-07
7.7e-07,6.2e-07
7.8e-07,6.2e-07
7.9e-07,6.2e-07
8e-07,6.2e-07
8.1e-07,6.2e-07
8.2e-07,6.2e-07
8.3e-07,6.2e-07
8.4e-07,6.2e-07
8.5e-07,6.2e-07
8.6e-07,6.2e-07
8.7e-07,6.2e-07
8.8e-07,6.2e-07
8.9e-07,6.2e-07
9e-07,6.2e-07
9.1e-07,6.2e-07
9.2e-07,6.2e-07
9.3e-07,6.2e-07
9.4e-07,6.2e-07
9.5e-07,6.2e-07
7.5e-07,6.25e-07
7.6e-07,6.25e-07
7.7e-07,6.25e-07
7.8e-07,6.25e-07
7.9e-07,6.25e-07
8e-07,6.25e-07
8.1e-07,6.25e-07
8.2e-07,6.25e-07
8.3e-07,6.25e-07
8.4e-07,6.25e-07
8.5e-07,6.25e-07
8.6e-07,6.25e-07
8.7e-07,6.25e-07
8.8e-07,6.25e-07
8.9e-07,6.25e-07
9e-07,6.25e-07
9.1e-07,6.25e-07
9.2e-07,6.25e-07
9.3e-07,6.25e-07
9.4e-07,6.25e-07
9.5e-07,6.25e-07
7.5e-07,6.3e-07
7.6e-07,6.3e-07
7.7e-07,6.3e-07
7.8e-07,6.3e-07
7.9e-07,6.3e-07
8e-07,6.3e-07
8.1e-07,6.3e-07
8.2e-07,6.3e-07
8.3e-07,6.3e-07
8.4e-07,6.3e-07
8.5e-07,6.3e-07
8.6e-07,6.3e-07
8.7e-07,6.3e-07
8.8e-07,6.3e-07
8.9e-07,6.3e-07
9e-07,6.3e-07
9.1e-07,6.3e-07
9.2e-07,6.3e-07
9.3e-07,6.3e-07
9.4e-07,6.3e-07
9.5e-07,6.3e-07
7.5e-07,6.35e-07
7.6e-07,6.35e-07
7.7e-07,6.35e-07
7.8e-07,6.35e-07
7.9e-07,6.35e-07
8e-07,6.35e-07
8.1e-07,6.35e-07
8.2e-07,6.35e-07
8.3e-07,6.35e-07
8.4e-07,6.35e-07
8.5e-07,6.35e-07
8.6e-07,6.35e-07
8.7e-07,6.35e-07
8.8e-07,6.35e-07
8.9e-07,6.35e-07
9e-07,6.35e-07
9.1e-07,6.35e-07
9.2e-07,6.35e-07
9.3e-07,6.35e-07
9.4e-07,6.35e-07
9.5e-07,6.35e-07
7.5e-07,6.4e-07
7.6e-07,6.4e-07
7.7e-07,6.4e-07
7.8e-07,6.4e-07
7.9e-07,6.4e-07
8e-07,6.4e-07
8.1e-07,6.4e-07
8.2e-07,6.4e-07
8.3e-07,6.4e-07
8.4e-07,6.4e-07
8.5e-07,6.4e-07
8.6e-07,6.4e-07
8.7e-07,6.4e-07
8.8e-07,6.4e-07
8.9e-07,6.4e-07
9e-07,6.4e-07
9.1e-07,6.4e-07
9.2e-07,6.4e-07
9.3e-07,6.4e-07
9.4e-07,6.4e-07
9.5e-07,6.4e-07
7.5e-07,6.45e-07
7.6e-07,6.45e-07
7.7e-07,6.45e-07
7.8e-07,6.45e-07
7.9e-07,6.45e-07
8e-07,6.45e-07
8.1e-07,6.45e-07
8.2e-07,6.45e-07
8.3e-07,6.45e-07
8.4e-07,6.45e-07
8.5e-07,6.45e-07
8.6e-07,6.45e-07
8.7e-07,6.45e-07
8.8e-07,6.45e-07
8.9e-07,6.45e-07
9e-07,6.45e-07
9.1e-07,6.45e-07
9.2e-07,6.45e-07
9.3e-07,6.45e-07
9.4e-07,6.45e-07
9.5e-07,6.45e-07
7.5e-07,6.5e-07
7.6e-07,6.5e-07
7.7e-07,6.5e-07
7.8e-07,6.5e-07
7.9e-07,6.5e-07
8e-07,6.5e-07
8.1e-07,6.5e-07
8.2e-07,6.5e-07
8.3e-07,6.5e-07
8.4e-07,6.5e-07
8.5e-07,6.5e-07
8.6e-07,6.5e-07
8.7e-07,6.5e-07
8.8e-07,6.5e-07
8.9e-07,6.5e-07
9e-07,6.5e-07
9.1e-07,6.5e-07
9.2e-07,6.5e-07
9.3e-07,6.5e-07
9.4e-07,6.5e-07
9.5e-07,6.5e-07
7.5e-07,6.55e-07
7.6e-07,6.55e-07
7.7e-07,6.55e-07
7.8e-07,6.55e-07
7.9e-07,6.55e-07
8e-07,6.55e-07
8.1e-07,6.55e-07
8.2e-07,6.55e-07
8.3e-07,6.55e-07
8.4e-07,6.55e-07
8.5e-07,6.55e-07
8.6e-07,6.55e-07
8.7e-07,6.55e-07
8.8e-07,6.55e-07
8.9e-07,6.55e-07
9e-07,6.55e-07
9.1e-07,6.55e-07
9.2e-07,6.55e-07
9.3e-07,6.55e-07
9.4e-07,6.55e-07
9.5e-07,6.55e-07
7.5e-07,6.6e-07
7.6e-07,6.6e-07
7.7e-07,6.6e-07
7.8e-07,6.6e-07
7.9e-07,6.6e-07
8e-07,6.6e-07
8.1e-07,6.6e-07
8.2e-07,6.6e-07
8.3e-07,6.6e-07
8.4e-07,6.6e-07
8.5e-07,6.6e-07
8.6e-07,6.6e-07
8.7e-07,6.6e-07
8.8e-07,6.6e-07
8.9e-07,6.6e-07
9e-07,6.6e-07
9.1e-07,6.6e-07
9.2e-07,6.6e-07
9.3e-07,6.6e-07
9.4e-07,6.6e-07
9.5e-07,6.6e-07
7.5e-07,6.65e-07
7.6e-07,6.65e-07
7.7e-07,6.65e-07
7.8e-07,6.65e-07
7.9e-07,6.65e-07
8e-07,6.65e-07
8.1e-07,6.65e-07
8.2e-07,6.65e-07
8.3e-07,6.65e-07
8.4e-07,6.65e-07
8.5e-07,6.65e-07
8.6e-07,6.65e-07
8.7e-07,6.65e-07
8.8e-07,6.65e-07
8.9e-07,6.65e-07
9e-07,6.65e-07
9.1e-07,6.65e-07
9.2e-07,6.65e-07
9.3e-07,6.65e-07
9.4e-07,6.65e-07
9.5e-07,6.65e-07
7.5e-07,6.7e-07
7.6e-07,6.7e-07
7.7e-07,6.7e-07
7.8e-07,6.7e-07
7.9e-07,6.7e-07
8e-07,6.7e-07
8.1e-07,6.7e-07
8.2e-07,6.7e-07
8.3e-07,6.7e-07
8.4e-07,6.7e-07
8.5e-07,6.7e-07
8.6e-07,6.7e-07
8.7e-07,6.7e-07
8.8e-07,6.7e-07
8.9e-07,6.7e-07
9e-07,6.7e-07
9.1e-07,6.7e-07
9.2e-07,6.7e-07
9.3e-07,6.7e-07
9.4e-07,6.7e-07
9.5e-07,6.7e-07
7.5e-07,6.75e-07
